file_source,final_score,p1_green1,p1_green2,p1_green3,p1_green4,p1_green5,p1_yellow1,p1_yellow2,p1_yellow3,p1_yellow4,p1_yellow5,p1_white1,p1_white2,p1_white3,p1_white4,p1_white5,p1_blue1,p1_blue2,p1_blue3,p1_blue4,p1_blue5,p1_red1,p1_red2,p1_red3,p1_red4,p1_red5,p2_green1,p2_green2,p2_green3,p2_green4,p2_green5,p2_yellow1,p2_yellow2,p2_yellow3,p2_yellow4,p2_yellow5,p2_white1,p2_white2,p2_white3,p2_white4,p2_white5,p2_blue1,p2_blue2,p2_blue3,p2_blue4,p2_blue5,p2_red1,p2_red2,p2_red3,p2_red4,p2_red5,1_count,2_count,3_count,4_count,5_count,green_count,yellow_count,white_count,blue_count,red_count,p1_hand_sum,p1_avg_value,p2_hand_sum,p2_avg_value,p1_unique_cards,p2_unique_cards,avg_max_possible_progress
game6dada993dce4c4f5.log,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,3,2,1,2,2,1,2,1,2,4,12,2.4,16,3.2,5,5,0.4
gameca3fb3d138c17e38.log,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,2,2,3,2,0,3,2,16,3.2,15,3.0,5,5,0.2
game3f28987d974a2b30.log,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,3,1,1,2,1,3,0,1,5,13,2.6,13,2.6,5,5,1.6
game3815809dc016cc0e.log,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,4,2,1,1,2,1,0,3,4,13,2.6,12,2.4,5,5,0.6
gamed9f176124dee2926.log,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2,3,1,1,1,3,1,3,2,14,2.8,11,2.2,5,5,1.0
gamec0d0f3c2640fe67b.log,9,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,3,2,2,3,0,2,1,2,4,1,14,2.8,11,2.2,5,5,0.6
game4c86fd1d23b49142.log,5,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5,1,2,2,0,2,2,2,2,2,11,2.2,10,2.0,5,5,1.0
gamee634885b8fbe29ef.log,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,1,2,0,3,1,2,4,0,11,2.2,12,2.4,5,5,1.0
gamef04780c317480b0f.log,13,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,3,1,2,3,1,3,1,2,15,3.0,14,2.8,5,5,0.2
game7e52f828fc448870.log,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,2,3,0,3,2,2,2,1,11,2.2,14,2.8,5,5,0.4
game65dadc69437cc18f.log,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1,1,0,4,1,2,2,1,9,1.8,9,1.8,5,4,0.8
game0cc4d45de6f56e93.log,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,2,1,1,3,2,1,4,0,12,2.4,11,2.2,5,5,1.0
gamed6624ee0087cdcca.log,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,2,5,1,2,0,9,1.8,14,2.8,5,5,1.2
gamea24fe57de0c105f6.log,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,1,2,3,4,1,0,10,2.0,14,2.8,5,3,1.0
game09726c9e4734c077.log,16,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,2,1,3,1,2,2,3,2,1,10,2.0,17,3.4,5,5,0.8
gamec961d254bb780f2b.log,16,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,1,1,0,3,2,2,1,2,9,1.8,8,1.6,5,4,1.0
gamed3d7d87d67b85c73.log,12,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,1,1,0,3,2,2,1,2,9,1.8,8,1.6,5,4,1.0
game84a464d17c2d8b2c.log,18,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,2,3,4,1,0,9,1.8,9,1.8,5,4,1.4
game33bfd45ab4dd0545.log,9,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,4,0,2,0,1,3,2,1,3,8,1.6,12,2.4,5,4,0.8
game73e80fe41328a5f4.log,16,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,1,2,4,2,2,0,14,2.8,12,2.4,5,5,0.8
game45cf2734280e521e.log,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,1,3,1,1,3,4,1,1,10,2.0,16,3.2,5,5,0.6
gamee64c26460f3ca327.log,12,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,1,3,1,1,3,4,1,1,10,2.0,16,3.2,5,5,0.6
game9d8ab84434af23e5.log,18,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,1,0,2,1,1,3,1,2,3,9,1.8,12,2.4,4,5,1.2
game96241c22bab03a61.log,18,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,4,1,2,1,2,2,2,3,1,14,2.8,12,2.4,5,5,0.2
game98ad476e04a454c0.log,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,2,2,1,0,2,2,2,2,2,9,1.8,10,2.0,5,4,1.0
game40913f298d15b94e.log,20,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,3,2,2,2,1,1,2,2,2,3,12,2.4,14,2.8,5,5,0.6
gamea3552ffd582c06d4.log,17,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,4,1,0,1,4,2,0,3,12,2.4,12,2.4,4,5,0.8
gameb10d8e0c17ca7e4b.log,16,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,4,1,0,1,4,2,0,3,12,2.4,12,2.4,4,5,0.8
game2bbe4d8a0321c053.log,17,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,1,0,3,3,1,2,1,8,1.6,10,2.0,4,5,1.0
game31ef939a085f6863.log,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,2,1,2,3,1,1,3,11,2.2,15,3.0,5,5,0.6
game38ca21588ef05f98.log,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,3,1,1,2,3,1,3,12,2.4,12,2.4,5,4,1.0
gameadfff49310528df7.log,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,0,2,1,2,3,1,3,14,2.8,8,1.6,5,4,1.2
game3de19737e846589e.log,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,1,1,0,2,2,2,2,3,1,11,2.2,10,2.0,5,5,0.8
game04b7026424a5d1c9.log,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,3,1,2,1,2,1,1,4,2,12,2.4,13,2.6,5,5,1.0
gamee6916ce386fb92af.log,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,4,0,2,2,2,2,2,11,2.2,13,2.6,4,4,0.6
game6370903253bfe140.log,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,1,1,2,0,2,1,1,4,2,11,2.2,8,1.6,5,5,1.6
game740f6fc2ec0242a3.log,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,2,1,3,0,1,2,1,4,2,9,1.8,14,2.8,5,5,0.8
gamebd1df2a4bb960146.log,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,0,3,1,1,1,2,2,4,1,12,2.4,11,2.2,5,5,1.0
game5329d1e959839e8c.log,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,3,0,0,1,3,2,3,1,8,1.6,11,2.2,5,5,1.8
game94756eb4b45c2e83.log,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,3,2,2,3,0,8,1.6,13,2.6,5,5,1.4
game77c581ea53c23f23.log,17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,2,2,2,3,1,2,11,2.2,17,3.4,5,5,0.8
game4360c1ab89b7e61f.log,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,5,1,0,4,2,1,0,3,8,1.6,16,3.2,5,4,1.0
gamefc76d063fec0a7d6.log,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,3,1,2,3,1,1,2,3,1,3,11,2.2,17,3.4,5,4,0.8
gamef7a288f7dcbb9838.log,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,3,2,1,0,3,1,2,1,3,9,1.8,11,2.2,5,5,1.4
game53e136dbbdb11e79.log,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,2,4,0,2,2,3,2,1,10,2.0,17,3.4,5,4,0.6
game1e35b564e10c7a30.log,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,2,0,0,2,2,2,3,1,8,1.6,10,2.0,5,5,1.2
game0b0f72b2daac5a5a.log,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,1,1,2,3,2,2,1,7,1.4,16,3.2,4,5,0.8
gamebfe6d99490889c6c.log,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2,1,2,0,1,2,3,2,2,9,1.8,11,2.2,5,4,1.2
game036750ca513aea44.log,16,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,4,2,2,1,1,1,1,4,3,1,11,2.2,12,2.4,5,5,1.4
gamefa1ca731fe5edf88.log,17,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,0,1,2,3,2,1,1,3,3,10,2.0,20,4.0,5,5,0.8
gamebe254345ebfa10f1.log,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,6,2,1,1,0,1,1,3,3,2,6,1.2,11,2.2,5,5,1.0
game0e3846cf653f7a1a.log,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,2,0,1,2,1,3,2,2,2,6,1.2,17,3.4,5,5,1.4
game8a1a14c8673cd042.log,22,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,3,3,3,0,1,9,1.8,12,2.4,5,5,1.2
game8bc23a04f2a3d05e.log,13,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,0,2,4,3,0,1,11,2.2,9,1.8,5,5,1.2
game9e30d607408d8439.log,14,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,1,0,2,2,3,1,2,8,1.6,15,3.0,5,5,1.2
gamef77fb92b86dd2ff0.log,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,1,1,0,2,2,2,2,2,2,14,2.8,7,1.4,5,4,1.2
game3839ad0d6cefe3e9.log,19,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,2,1,2,1,1,4,1,2,2,12,2.4,12,2.4,5,5,0.6
game04df83b922b260a7.log,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7,1,0,2,0,1,3,1,2,3,8,1.6,9,1.8,4,5,1.2
game06fe4182f7138e90.log,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,2,2,1,4,2,0,2,2,12,2.4,12,2.4,5,4,0.6
gamebe158df4ecd689fd.log,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,4,1,1,2,2,1,3,0,3,3,12,2.4,15,3.0,5,5,0.6
game74893764f39ed788.log,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,2,1,2,0,1,3,2,2,2,9,1.8,11,2.2,5,5,1.4
gamec96279543d3a0503.log,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,2,1,2,0,1,3,2,2,2,9,1.8,11,2.2,5,5,1.4
gamec2622f644aa7e5a5.log,10,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2,3,2,2,4,2,0,2,13,2.6,18,3.6,5,5,0.4
game9f7e14422b08f20b.log,15,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,2,2,2,0,3,3,1,2,1,12,2.4,10,2.0,5,5,0.6
gamece36e493c42daf75.log,20,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,3,1,4,3,1,0,2,10,2.0,17,3.4,5,5,0.8
gamed197cca0f60bc86c.log,9,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,3,1,2,2,5,1,0,8,1.6,17,3.4,5,4,1.0
game833388c4ae1988de.log,18,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4,2,1,2,1,1,3,5,1,0,12,2.4,12,2.4,5,5,1.4
game743ca17f324401da.log,17,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,4,3,1,2,0,1,3,3,2,1,10,2.0,11,2.2,5,5,1.6
game3b1b7b268c07d558.log,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,3,3,0,3,2,1,2,2,11,2.2,16,3.2,4,5,0.6
gamefd4c5604f5cfe40a.log,20,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,1,4,0,1,2,3,2,2,1,9,1.8,14,2.8,5,5,1.0
game138cc8864bc247fa.log,12,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1,2,3,0,2,3,2,1,2,7,1.4,17,3.4,5,5,1.2
game0465208f998a600a.log,9,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,5,1,2,1,1,1,2,4,0,3,8,1.6,14,2.8,5,5,1.0
game003d9bcb9d27dacf.log,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,2,0,2,1,2,2,2,1,3,10,2.0,12,2.4,5,5,1.2
gamece7628a5bcffdc19.log,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,2,2,4,1,2,1,13,2.6,11,2.2,5,4,0.6
game83f525db7ff1a2a1.log,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,3,1,2,1,1,3,1,3,2,8,1.6,17,3.4,5,5,0.8
gamea582d3625d291f5c.log,17,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,3,1,2,2,2,3,0,3,2,11,2.2,18,3.6,5,4,0.8
game4ef1c8a50d1f6fdc.log,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,2,1,1,2,1,3,2,2,2,10,2.0,15,3.0,5,5,1.0
game957b891749207610.log,19,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,2,1,1,2,1,3,2,2,2,10,2.0,15,3.0,5,5,1.0
game741c2e12e02ea29b.log,12,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,0,3,4,2,1,0,9,1.8,16,3.2,5,5,0.8
game378a8f9e81b867fb.log,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,2,1,3,1,2,3,2,3,0,9,1.8,18,3.6,5,5,1.2
game40440a3619f7c9ac.log,6,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,3,1,0,3,4,0,2,1,9,1.8,13,2.6,5,5,0.8
gamea99478ba6c28465b.log,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7,1,0,1,1,2,2,1,3,2,9,1.8,9,1.8,4,5,1.2
gameeeedb355dcced39c.log,19,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,5,1,4,0,0,1,2,2,2,3,8,1.6,11,2.2,4,4,0.6
game2646907187b0ad8b.log,21,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,4,0,0,4,2,1,3,0,8,1.6,12,2.4,4,4,1.4
game65107a83ed5b30b0.log,5,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,4,1,2,1,2,2,2,2,2,2,10,2.0,16,3.2,4,5,0.6
gamed377c5398815b78a.log,4,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,4,1,2,1,2,2,2,2,2,2,10,2.0,16,3.2,4,5,0.6
