file_source,final_score,p1_green1,p1_green2,p1_green3,p1_green4,p1_green5,p1_yellow1,p1_yellow2,p1_yellow3,p1_yellow4,p1_yellow5,p1_white1,p1_white2,p1_white3,p1_white4,p1_white5,p1_blue1,p1_blue2,p1_blue3,p1_blue4,p1_blue5,p1_red1,p1_red2,p1_red3,p1_red4,p1_red5,p2_green1,p2_green2,p2_green3,p2_green4,p2_green5,p2_yellow1,p2_yellow2,p2_yellow3,p2_yellow4,p2_yellow5,p2_white1,p2_white2,p2_white3,p2_white4,p2_white5,p2_blue1,p2_blue2,p2_blue3,p2_blue4,p2_blue5,p2_red1,p2_red2,p2_red3,p2_red4,p2_red5,1_count,2_count,3_count,4_count,5_count,green_count,yellow_count,white_count,blue_count,red_count,p1_hand_sum,p1_avg_value,p2_hand_sum,p2_avg_value,p1_unique_cards,p2_unique_cards,avg_max_possible_progress
gamebc4617d1ad70a6dc.log,17,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,4,2,1,0,1,3,2,2,2,9,1.8,12,2.4,5,5,0.6
gamed41aaad10c948226.log,18,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,1,3,3,3,0,1,15,3.0,11,2.2,5,4,0.4
gameeb343fa957993017.log,6,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,1,3,3,2,1,1,11,2.2,12,2.4,5,5,1.0
gamea020c5c8f89e4090.log,16,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,3,3,0,1,4,3,0,2,13,2.6,14,2.8,5,5,0.8
game8c145671bf50500e.log,6,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,3,4,0,0,0,4,3,1,2,11,2.2,10,2.0,5,5,1.0
game2b0ce2380d878acc.log,19,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,3,2,1,1,2,3,0,5,0,15,3.0,9,1.8,5,4,0.6
game38e7ef6101f50b76.log,11,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,3,2,1,1,3,3,2,1,16,3.2,13,2.6,5,5,0.4
game9819ab39715fd6be.log,17,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,5,1,1,4,1,4,0,15,3.0,19,3.8,5,5,0.0
game08feaa7bb8a18523.log,10,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,1,3,1,2,5,1,2,0,16,3.2,11,2.2,5,5,1.4
game52ff67b076124ded.log,13,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,1,3,1,2,5,1,2,0,16,3.2,11,2.2,5,5,1.4
game5d710fe8baca7db3.log,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,0,3,1,2,3,0,3,2,11,2.2,15,3.0,3,5,0.4
game57dac4c0da48ec86.log,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,5,1,0,1,2,2,1,2,3,10,2.0,11,2.2,4,5,0.6
game05deedeb297b482b.log,17,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,3,4,1,1,1,0,2,3,3,2,13,2.6,10,2.0,4,4,0.6
gamea39a00ddb49c6368.log,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,1,2,2,3,2,2,1,13,2.6,17,3.4,4,5,0.2
game4e64d240aec042aa.log,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3,2,3,1,1,1,3,1,1,4,14,2.8,11,2.2,4,5,0.6
game59f67d6cb0145cf5.log,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,1,1,2,3,0,1,4,12,2.4,8,1.6,4,5,1.2
game5360fff2bb7fce18.log,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,3,2,0,2,2,0,2,4,11,2.2,14,2.8,5,5,0.6
gamee1ac6f88e8105ada.log,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,2,1,0,3,2,4,1,16,3.2,13,2.6,4,5,0.4
game8320755158be7dd1.log,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,3,2,1,1,3,12,2.4,16,3.2,5,5,0.4
game4c53818c70f40f04.log,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0,1,1,2,2,2,3,10,2.0,13,2.6,5,4,0.6
game3b2b18e60bf5d01a.log,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,3,0,0,1,2,2,3,2,9,1.8,12,2.4,5,4,0.6
gameeb1becf62f0b5fe9.log,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,3,0,0,1,2,2,3,2,9,1.8,12,2.4,5,4,0.6
game378931e5c427233d.log,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,6,1,0,1,2,0,2,0,5,3,13,2.6,9,1.8,5,4,0.8
gamec216193d7d2f249b.log,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,6,1,0,1,2,0,2,0,5,3,13,2.6,9,1.8,5,4,0.8
game71409923f642a3c2.log,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,3,1,1,2,1,1,2,4,10,2.0,14,2.8,5,5,1.4
game20c1dba6f33974d8.log,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,3,1,2,3,0,3,2,7,1.4,19,3.8,5,5,1.2
gamef0f7d922699848de.log,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,2,1,0,2,1,1,2,5,1,14,2.8,8,1.6,5,4,1.0
gamec118b56cd9f5d8e2.log,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,0,0,2,2,1,4,1,7,1.4,10,2.0,4,5,1.0
gamea8e4751cbf261958.log,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,1,2,0,1,2,1,4,2,9,1.8,13,2.6,4,5,0.6
gamec700b127da6eac82.log,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,1,2,0,1,2,1,4,2,9,1.8,13,2.6,4,5,0.6
game4c0c32277b97cf6e.log,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4,1,1,3,1,2,1,3,15,3.0,12,2.4,5,4,0.4
gamea2610d2e11ef9181.log,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,2,2,3,2,1,3,1,11,2.2,15,3.0,5,4,0.8
gameea259c34f6940844.log,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,2,2,3,2,1,3,1,11,2.2,15,3.0,5,4,0.8
gamed81aa016bf077ec6.log,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,2,4,0,0,2,3,2,3,13,2.6,13,2.6,5,5,0.8
gameda116cc9b419872f.log,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,3,1,2,2,2,2,2,12,2.4,15,3.0,5,5,0.8
game236ccbd98e710218.log,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,3,2,1,3,1,2,3,14,2.8,18,3.6,5,5,0.2
game57812b77335bb37f.log,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,2,0,0,4,2,2,2,12,2.4,8,1.6,5,4,0.8
gamecc3144c4be5c1fc0.log,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,2,1,2,2,2,2,2,9,1.8,13,2.6,5,5,1.0
game0c9f3edff74cf9d2.log,17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,4,2,1,2,1,1,5,1,12,2.4,17,3.4,5,5,1.0
gamefc517d54dc198669.log,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,0,1,2,1,1,2,1,3,3,11,2.2,11,2.2,4,5,0.8
gameb2e30275e864bbda.log,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,3,1,2,0,3,2,3,2,14,2.8,14,2.8,5,5,0.4
game9dbf0296b18a2579.log,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,2,3,1,1,2,1,4,2,15,3.0,15,3.0,5,5,0.2
game4f0987c93099e9bf.log,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,3,1,0,4,1,3,2,14,2.8,13,2.6,4,5,0.6
gameecad8769fa66a658.log,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,2,0,2,3,1,2,2,12,2.4,11,2.2,5,5,1.0
game14d12b05d8f1e31b.log,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,3,2,2,0,2,2,5,1,12,2.4,20,4.0,5,5,0.2
gameb6c54a5ceab971e4.log,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,3,2,2,0,2,2,5,1,12,2.4,20,4.0,5,5,0.2
gameed28a13e10888df7.log,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,2,2,3,2,1,11,2.2,8,1.6,5,4,0.6
game9aee6f23b53267c6.log,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,2,1,3,2,3,1,14,2.8,17,3.4,5,5,0.6
game46b874eb7d72f15b.log,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,5,1,1,0,1,1,3,3,2,8,1.6,12,2.4,5,5,1.0
game2b8bd8181d185244.log,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,2,0,0,3,3,3,1,10,2.0,12,2.4,4,4,0.6
gamebde224b6b972416e.log,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,1,1,2,1,2,3,1,3,14,2.8,9,1.8,5,5,0.8
gameec16b4a555f8dbe3.log,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,3,3,1,2,1,1,2,4,2,14,2.8,16,3.2,5,5,0.2
game98722b93c5cd5713.log,20,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,3,2,1,0,2,3,2,3,15,3.0,12,2.4,5,5,0.8
gamea37c5ce3b90d31c7.log,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,4,1,2,1,3,2,2,13,2.6,16,3.2,5,5,0.8
game0352bbf84e5f7c57.log,11,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,5,1,0,2,2,2,2,2,12,2.4,14,2.8,4,5,0.2
gamee3752c88db0904a2.log,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,0,2,1,1,3,1,2,3,11,2.2,13,2.6,4,5,1.0
game7c937b5850d0cba3.log,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,2,1,2,0,3,2,3,2,13,2.6,14,2.8,5,5,0.8
gameea7c83f7884a7c8b.log,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,2,2,1,3,1,2,3,1,12,2.4,15,3.0,5,5,0.8
game1ec0b1b6684e35d3.log,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,3,2,1,2,2,1,4,1,11,2.2,17,3.4,5,5,0.4
game8091ba3736a451ef.log,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,3,3,1,1,0,3,2,3,2,9,1.8,17,3.4,5,5,0.8
gamece0f682d8941089b.log,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,0,1,2,2,2,1,3,12,2.4,8,1.6,5,5,1.0
gamebe55474d7b9488e6.log,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,2,1,2,2,2,3,1,13,2.6,13,2.6,5,5,0.8
game6bbb3cfe925e904f.log,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,3,0,1,1,0,1,3,4,2,10,2.0,10,2.0,5,4,1.0
game6a2bc7343e8e6eb5.log,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,2,2,0,3,0,2,2,3,3,12,2.4,16,3.2,5,5,0.4
game3f79f9ed3a579d03.log,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,2,0,2,1,2,3,2,2,10,2.0,13,2.6,5,5,0.8
game166e64ea9ae7b625.log,17,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,1,3,4,0,2,13,2.6,9,1.8,5,3,0.8
game1c3f687f77de4f26.log,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,3,1,1,2,3,3,1,16,3.2,13,2.6,5,5,0.8
game2cfde7d0a6a6b9b3.log,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,3,0,1,1,2,1,2,3,2,13,2.6,7,1.4,5,5,1.2
gamecfd5b16a07a4aaae.log,16,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,2,1,1,2,4,2,1,13,2.6,14,2.8,5,4,0.6
game77659f1674f06440.log,19,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,3,3,2,1,1,0,2,2,3,3,12,2.4,12,2.4,5,5,0.6
game181474d02f94e2c2.log,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,5,1,2,1,1,0,3,2,2,3,12,2.4,10,2.0,5,5,0.8
game184c997d42188d2f.log,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,4,0,3,3,0,0,2,1,4,3,7,1.4,18,3.6,5,4,0.8
game8567b9c929859f29.log,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,4,0,3,3,0,0,2,1,4,3,7,1.4,18,3.6,5,4,0.8
game024b86a91bebca08.log,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,2,1,0,2,2,2,1,3,6,1.2,12,2.4,5,5,1.2
game23366b328b363d1f.log,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,2,1,4,3,0,8,1.6,15,3.0,4,5,1.0
game1c5b3826fe822987.log,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,2,1,1,1,1,3,3,1,2,12,2.4,9,1.8,5,5,1.0
gamee7715d4c71fcb219.log,17,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,2,1,2,1,1,2,2,2,3,13,2.6,11,2.2,5,5,1.0
game37a91836c070fcd5.log,12,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,3,1,0,2,2,3,2,1,11,2.2,9,1.8,5,4,0.6
gamea3a8469afbb2d72b.log,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,2,2,2,1,2,2,2,3,14,2.8,16,3.2,5,5,0.6
game4b3b141f3c594f3e.log,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,2,0,1,4,2,0,3,10,2.0,15,3.0,5,5,0.4
game82566ac149885141.log,8,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,2,1,3,1,0,3,3,3,1,13,2.6,14,2.8,5,5,0.6
gamee2bcd487954e14cc.log,17,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,1,2,3,1,0,2,5,2,1,8,1.6,20,4.0,5,5,1.4
gamecd818912c2c01838.log,22,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,3,4,1,2,0,1,1,5,2,1,10,2.0,12,2.4,4,5,1.0
game0e5117508cdde976.log,13,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,3,1,0,1,2,2,2,1,3,6,1.2,13,2.6,4,5,1.4
game045e2fc8762a6d18.log,13,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,2,1,2,2,2,2,3,1,9,1.8,17,3.4,4,5,0.4
game2ab51ee6313ad5b1.log,9,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,6,1,2,0,1,0,2,5,1,2,9,1.8,10,2.0,4,5,1.2
