file_source,final_score,p1_green1,p1_green2,p1_green3,p1_green4,p1_green5,p1_yellow1,p1_yellow2,p1_yellow3,p1_yellow4,p1_yellow5,p1_white1,p1_white2,p1_white3,p1_white4,p1_white5,p1_blue1,p1_blue2,p1_blue3,p1_blue4,p1_blue5,p1_red1,p1_red2,p1_red3,p1_red4,p1_red5,p2_green1,p2_green2,p2_green3,p2_green4,p2_green5,p2_yellow1,p2_yellow2,p2_yellow3,p2_yellow4,p2_yellow5,p2_white1,p2_white2,p2_white3,p2_white4,p2_white5,p2_blue1,p2_blue2,p2_blue3,p2_blue4,p2_blue5,p2_red1,p2_red2,p2_red3,p2_red4,p2_red5,p1_1_count,p1_2_count,p1_3_count,p1_4_count,p1_5_count,p1_hand_sum,p1_avg_value,p2_1_count,p2_2_count,p2_3_count,p2_4_count,p2_5_count,p2_hand_sum,p2_avg_value,id, ai, deck, score, time, first,ai,deck,score,age,boardgameexp,gamer,hanabiexp,recent,maxscore,intention,skill,like,publish
game28f5f6e1e8ef7460.log,17,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,1,16,3.2,1,1,2,1,0,13,2.6,19dbddedf07994e2, full,9606,20,1489830477.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game292febed0b3eb539.log,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,15,3.0,0,2,2,1,0,14,2.8,ca0922b34e670338, full,7497,17,1492716151.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game29c94745eaf2ac08.log,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,9,1.8,1,1,1,2,0,14,2.8,ca0922b34e670338, intentional,3421,17,1492707874.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2a00abee2226b0d0.log,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,1,13,2.6,2,1,2,0,0,10,2.0,19dbddedf07994e2, outer,5262,3,1490533322.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game2a1f5fe2ceeb8c28.log,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,14,2.8,0,2,1,1,1,16,3.2,4129b562fe425a0b, full,8058,20,1490278604.0, no, full,4,2, 20s, 4, yes, 4, 4, 4, 4, 1, 4, yes
game2a50fb7f25b9d83d.log,11,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,2,2,0,0,1,11,2.2,2,1,1,1,0,11,2.2,ca0922b34e670338, full,5457,9,1492587778.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2a87196f009ad643.log,18,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1,0,12,2.4,4,0,0,1,0,8,1.6,19dbddedf07994e2, outer,2845,5,1489706445.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game2ab51ee6313ad5b1.log,9,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,2,0,0,9,1.8,3,1,0,0,1,10,2.0,19dbddedf07994e2, intentional,161,15,1489918562.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game2aed5658052a9c09.log,7,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,8,1.6,2,1,1,1,0,11,2.2,ca0922b34e670338, full,7191,20,1492708310.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2b0ce2380d878acc.log,19,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,15,3.0,2,2,1,0,0,9,1.8,d2f1c88c0be4a19b, intentional,4,13,1490126037.0, yes, intentional,4,13, 30s, 4, yes, 3, 4, 1, 2, 2, 2, yes
game2b29bfb08a026ceb.log,11,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,0,9,1.8,2,1,1,0,1,12,2.4,6ccededecee01838, intentional,3982,17,1490074157.0, no, intentional,2,18, , , , , , , , , , yes
game2b6989995d66f834.log,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,2,0,11,2.2,1,0,2,2,0,15,3.0,19dbddedf07994e2, intentional,1419,19,1489964288.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game2b70290d8555855f.log,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,16,3.2,2,1,2,0,0,10,2.0,09d75720fe852e72, intentional,2,16,1490307362.0, yes, intentional,2,16, 20s, 4, yes, 4, 4, 4, 2, 2, 1, yes
game2b8bd8181d185244.log,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,10,2.0,2,0,2,1,0,12,2.4,e3f99bfa4535678e, outer,7950,17,1490340412.0, no, outer,5,4, 20s, 4, yes, 2, 4, 1, 2, 2, 3, yes
game2bb1fe1ba12a77e4.log,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0,13,2.6,1,2,0,2,0,13,2.6,e55525e0b2004294, full,1143,17,1490340718.0, no, intentional,5,19, 20s, 4, yes, 4, 4, 4, 3, 3, 3, yes
game2bbe4d8a0321c053.log,17,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,8,1.6,3,0,1,1,0,10,2.0,7c26a1292a2fb6e4, outer,2,5,1490303766.0, yes, outer,2,5, 40s, 4, yes, 4, 4, 4, 3, 1, 2, yes
game2bca822cf7ce1bd2.log,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,1,0,2,17,3.4,2,1,0,2,0,12,2.4,90c7b3288d046c3a, full,7671,10,1492733189.0, no, outer,1,5, 20s, 3, no, 1, 1, 1, 3, 3, 4, yes
game2c0dd407f40244f4.log,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2,0,0,10,2.0,1,1,1,1,1,15,3.0,ca0922b34e670338, outer,5742,16,1492594968.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2c194aec78194a62.log,8,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,14,2.8,0,2,1,2,0,15,3.0,2119fe68a204e42a, intentional,4908,20,1490318288.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
game2c72bf564f5ba4bd.log,18,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,2,1,17,3.4,1,0,2,1,1,16,3.2,1b17ab93ed1184b4, outer,7800,11,1491678069.0, no, full,3,8, 40s, 4, yes, 2, 2, 1, 4, 4, 3, yes
game2c9be195f69c8baa.log,17,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,2,0,13,2.6,3,0,0,0,2,13,2.6,ca0922b34e670338, intentional,1864,18,1492581784.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2ca25829e84e9f97.log,16,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,19,3.8,1,1,1,2,0,14,2.8,5d82cb8a155dbd34, intentional,4912,14,1490308326.0, no, full,5,21, 20s, 4, yes, 3, 4, 3, 4, 5, 5, yes
game2cad26bdc2dc50e6.log,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,12,2.4,0,1,1,3,0,17,3.4,ca0922b34e670338, outer,5064,10,1491939062.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2cb01fb7bec3810c.log,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,17,3.4,2,1,1,1,0,11,2.2,ca0922b34e670338, outer,2127,18,1492559529.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2cfde7d0a6a6b9b3.log,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,1,1,13,2.6,3,2,0,0,0,7,1.4,ca0922b34e670338, outer,9757,7,1491941809.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2d1fb2c5646a21a4.log,17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,2,1,15,3.0,2,1,0,1,1,13,2.6,2119fe68a204e42a, full,2365,10,1490309830.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
game2d317c0ba844359a.log,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,1,2,0,0,10,2.0,0,1,3,0,1,16,3.2,befac2ddbf9df4dd, intentional,2742,16,1490322334.0, no, full,1,19, 50s, 3, yes, 1, 1, 1, 4, 4, 5, yes
game2d48bea3fda7a498.log,15,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,0,13,2.6,1,1,2,1,0,13,2.6,19dbddedf07994e2, outer,3919,4,1489739232.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game2d66bad189a0fd5e.log,11,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,1,16,3.2,1,2,0,2,0,13,2.6,0313454f0e513527, full,5265,14,1490324839.0, no, outer,2,7, , , , , , , 3, 2, 4, yes
game2d8aff935a755a1a.log,11,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,14,2.8,0,1,2,1,1,17,3.4,2119fe68a204e42a, outer,6049,5,1490306496.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
game2db0d17417278b01.log,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,2,15,3.0,0,1,1,2,1,18,3.6,95d41a301cf5e2b3, intentional,1,17,1490313408.0, yes, intentional,1,17, 30s, 4, yes, 3, 4, 1, 3, 2, 2, yes
game2dcc0faebbe7a5a0.log,18,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,0,1,13,2.6,2,1,0,1,1,13,2.6,ca0922b34e670338, intentional,5006,14,1492591845.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2e18d1d97ab90e46.log,17,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,1,1,14,2.8,1,1,1,1,1,15,3.0,19dbddedf07994e2, outer,4006,7,1489966270.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game2e2acb777202f8ed.log,15,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,13,2.6,2,1,1,1,0,11,2.2,4a2e8c128c84c87f, full,1,3,1492786646.0, yes, full,1,3, 20s, 3, yes, 1, 1, 1, 4, 4, 1, yes
game2e2e8dad17279c57.log,14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,11,2.2,1,0,0,1,3,20,4.0,ca0922b34e670338, outer,8264,9,1492721669.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game2e42ec3e608dc6f3.log,20,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,10,2.0,2,1,1,1,0,11,2.2,19dbddedf07994e2, intentional,4167,2,1490290617.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game2e73697030ca76a9.log,17,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,1,0,0,9,1.8,2,0,0,3,0,14,2.8,33ba844cbb15fecd, full,1015,12,1493053531.0, no, full,3,5, 20s, 3, no, 1, 1, 1, 4, 3, 4, yes
game2eca113d17732f11.log,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,16,3.2,0,1,1,3,0,17,3.4,90c7b3288d046c3a, full,6600,4,1492733416.0, no, outer,1,5, 20s, 3, no, 1, 1, 1, 3, 3, 4, yes
game2fe41a4998022859.log,17,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,1,19,3.8,0,1,1,1,2,19,3.8,614a406f6ac4d07d, full,6662,13,1490299633.0, no, outer,4,10, 20s, 4, yes, 4, 4, 4, 2, 1, 1, yes
game2fe6d177428640b0.log,15,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,12,2.4,0,3,1,1,0,13,2.6,ca0922b34e670338, full,5485,20,1492583205.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game3018dc0d51042615.log,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,7,1.4,1,2,0,2,0,13,2.6,19dbddedf07994e2, intentional,3616,18,1489737284.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game30255a1d73cb618b.log,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,0,14,2.8,1,1,1,1,1,15,3.0,19dbddedf07994e2, outer,2953,12,1489701358.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game303e269023fbb73c.log,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,12,2.4,3,0,0,1,1,12,2.4,ca0922b34e670338, intentional,2850,10,1491766334.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game30519281628d12c5.log,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,1,1,16,3.2,3,1,1,0,0,8,1.6,b0241aa48c88bd1b, full,6024,11,1490429290.0, no, full,3,11, 20s, 4, yes, 3, 3, 3, 3, 1, 1, yes
game30617323bd5fc573.log,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,2,17,3.4,3,1,0,1,0,9,1.8,19dbddedf07994e2, intentional,9250,2,1490136229.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game30667911f85cdf1c.log,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,3,0,0,11,2.2,3,1,0,1,0,9,1.8,0aa98710d4bf8ecf, intentional,3,17,1490325514.0, yes, intentional,3,17, 20s, 4, yes, 3, 4, 3, 2, 1, 1, yes
game3067863194ef7db8.log,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,15,3.0,3,0,1,0,1,11,2.2,2119fe68a204e42a, outer,9253,6,1490306216.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
game30d0946f5d93c885.log,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,1,1,1,0,11,2.2,3,1,0,1,0,9,1.8,344c73764f8f87f2, intentional,1521,13,1490492065.0, no, full,5,12, 30s, 4, yes, 2, 3, 2, 4, 2, 2, yes
game30dad0ffd7b345fc.log,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,13,2.6,0,3,1,1,0,13,2.6,8fef31f6e130d228, intentional,3156,3,1490092405.0, no, intentional,2,16, 30s, 4, yes, 4, 4, 3, 2, 2, 2, yes
game30e0df6065f5d82d.log,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,12,2.4,2,1,1,1,0,11,2.2,2d784fe60bc13843, outer,4311,1,1490327359.0, no, intentional,4,12, 30s, 4, yes, 1, 1, 1, 3, 2, 4, yes
game30f79f4ae3535aee.log,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,15,3.0,1,2,1,1,0,12,2.4,2119fe68a204e42a, intentional,8261,17,1490307425.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
game30fc8cc85a38b17e.log,20,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,1,15,3.0,2,1,0,2,0,12,2.4,1e1f08c3d004335b, outer,1,8,1490379440.0, yes, outer,1,8, 20s, 4, yes, 2, 4, 1, 3, 1, 1, yes
game3155fcc452af5a94.log,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,14,2.8,2,0,2,1,0,12,2.4,112c21eba6f4bfad, full,5,4,1493056710.0, yes, full,5,4, 20s, 2, no, 1, 1, 1, 3, 4, 3, yes
game317ce57547dbb4e5.log,16,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,17,3.4,1,1,1,2,0,14,2.8,19dbddedf07994e2, outer,8797,8,1489706305.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game318e5e7cc17d7f28.log,11,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,1,14,2.8,1,1,1,0,2,16,3.2,19dbddedf07994e2, intentional,6571,15,1490730457.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game31c54fec854236db.log,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,15,3.0,1,2,0,1,1,14,2.8,ca0922b34e670338, full,6237,11,1492704991.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game31ef939a085f6863.log,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,11,2.2,1,1,1,1,1,15,3.0,ca0922b34e670338, outer,2209,10,1491753496.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game3265876caa821621.log,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,0,11,2.2,1,0,1,2,1,17,3.4,dca779aad57531f1, outer,4,10,1490320806.0, yes, outer,4,10, 20s, 4, yes, 3, 4, 1, 3, 3, 5, yes
game3265dbf29dda1e5a.log,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,12,2.4,1,1,2,0,1,14,2.8,c03bd0cac4c60891, intentional,1257,13,1492710763.0, no, intentional,3,16, , 3, no, 1, 1, 2, 5, 3, 4, yes
game3287d9777303baf5.log,12,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,2,2,0,15,3.0,2,0,0,2,1,15,3.0,0e7e164bfc1b4f55, full,5,18,1490554662.0, yes, full,5,18, 20s, 4, yes, 4, 3, 2, 4, 4, 4, yes
game3308cd5ce85f060b.log,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,1,1,14,2.8,1,2,2,0,0,11,2.2,d50a5784d54f4c76, intentional,5050,11,1490300250.0, no, outer,1,11, 20s, 4, yes, 3, 3, 2, 4, 2, 2, yes
game3351ae41494e4a17.log,12,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,2,0,1,13,2.6,1,1,1,1,1,15,3.0,ca0922b34e670338, intentional,6746,16,1491877296.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
