file_source,final_score,p1_green1,p1_green2,p1_green3,p1_green4,p1_green5,p1_yellow1,p1_yellow2,p1_yellow3,p1_yellow4,p1_yellow5,p1_white1,p1_white2,p1_white3,p1_white4,p1_white5,p1_blue1,p1_blue2,p1_blue3,p1_blue4,p1_blue5,p1_red1,p1_red2,p1_red3,p1_red4,p1_red5,p2_green1,p2_green2,p2_green3,p2_green4,p2_green5,p2_yellow1,p2_yellow2,p2_yellow3,p2_yellow4,p2_yellow5,p2_white1,p2_white2,p2_white3,p2_white4,p2_white5,p2_blue1,p2_blue2,p2_blue3,p2_blue4,p2_blue5,p2_red1,p2_red2,p2_red3,p2_red4,p2_red5,p1_1_count,p1_2_count,p1_3_count,p1_4_count,p1_5_count,p1_hand_sum,p1_avg_value,p2_1_count,p2_2_count,p2_3_count,p2_4_count,p2_5_count,p2_hand_sum,p2_avg_value,id, ai, deck, score, time, first,ai,deck,score,age,boardgameexp,gamer,hanabiexp,recent,maxscore,intention,skill,like,publish
game7026a8b13374a9f0.log,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,1,17,3.4,3,0,1,1,0,10,2.0,1b17ab93ed1184b4, intentional,8201,14,1491685270.0, no, full,3,8, 40s, 4, yes, 2, 2, 1, 4, 4, 3, yes
game703256ff5468a41c.log,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,7,1.4,3,1,1,0,0,8,1.6,ca0922b34e670338, outer,7248,11,1491939321.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game706a7a8123a38ceb.log,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,4,1,0,0,0,6,1.2,1,1,1,1,1,15,3.0,90c7b3288d046c3a, intentional,624,18,1492734045.0, no, outer,1,5, 20s, 3, no, 1, 1, 1, 3, 3, 4, yes
game70bb10db0a9f2165.log,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,0,11,2.2,0,2,1,0,2,17,3.4,2119fe68a204e42a, full,7919,20,1490305358.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
game70bbee7460360b70.log,11,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,0,16,3.2,1,2,0,1,1,14,2.8,19dbddedf07994e2, intentional,615,3,1489966530.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game70ebd65f8b71d953.log,12,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,1,1,0,11,2.2,1,1,1,2,0,14,2.8,befac2ddbf9df4dd, intentional,7376,15,1490321649.0, no, full,1,19, 50s, 3, yes, 1, 1, 1, 4, 4, 5, yes
game71069d33792e1ffa.log,18,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,2,0,0,10,2.0,1,0,1,2,1,17,3.4,768862e11a280fd0, outer,5040,8,1490379365.0, no, outer,5,6, , , , , , , , , , yes
game711064fc6f8c3ef4.log,16,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,14,2.8,3,0,1,0,1,11,2.2,19dbddedf07994e2, intentional,1375,10,1489703925.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game71409923f642a3c2.log,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,1,0,10,2.0,1,1,2,0,1,14,2.8,e3f99bfa4535678e, intentional,8200,13,1490338989.0, no, outer,5,4, 20s, 4, yes, 2, 4, 1, 2, 2, 3, yes
game71cb7110fabb8382.log,12,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,1,12,2.4,4,0,0,1,0,8,1.6,ca0922b34e670338, full,7849,16,1492713676.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game71e94cffb24c8e10.log,17,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,2,0,14,2.8,1,1,1,1,1,15,3.0,ca0922b34e670338, outer,5383,19,1491933206.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game71f2572cf71c4cd4.log,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,2,0,15,3.0,1,0,2,1,1,16,3.2,2c99b217faca51f8, outer,412,16,1490113436.0, no, outer,3,10, 20s, 4, yes, 4, 4, 4, 4, 2, 4, yes
game725abf7db482e731.log,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,6,1.2,0,1,2,2,0,16,3.2,ca0922b34e670338, full,5572,17,1491846851.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game72cc5588c1a785f9.log,17,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,2,21,4.2,2,3,0,0,0,8,1.6,ca0922b34e670338, intentional,1364,17,1491905102.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game72f983d830a00e1e.log,11,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,3,1,19,3.8,3,0,0,1,1,12,2.4,ca0922b34e670338, intentional,938,14,1491938932.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game7315617fbe3da288.log,16,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,13,2.6,3,0,2,0,0,9,1.8,ca0922b34e670338, intentional,102,17,1491797033.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game736ab2ba57e77bfc.log,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,1,0,0,1,10,2.0,0,3,1,1,0,13,2.6,768862e11a280fd0, full,4433,19,1490374842.0, no, outer,5,6, , , , , , , , , , yes
game737c732daba4aa7c.log,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,10,2.0,0,1,1,2,1,18,3.6,19dbddedf07994e2, outer,7234,1,1490133223.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game7393a486d2e0a4a4.log,8,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,12,2.4,3,0,1,1,0,10,2.0,1b17ab93ed1184b4, outer,302,3,1491750494.0, no, full,3,8, 40s, 4, yes, 2, 2, 1, 4, 4, 3, yes
game739d2dec11b5e572.log,19,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,1,1,1,14,2.8,0,2,1,1,1,16,3.2,ca0922b34e670338, outer,3337,4,1491844624.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game73d0b15dbf4b2512.log,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,0,12,2.4,1,0,1,1,2,18,3.6,5e4df7c55124f176, outer,3,1,1493060844.0, yes, outer,3,1, 20s, 3, no, 1, 1, 1, 4, 3, 4, yes
game73e80fe41328a5f4.log,16,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,14,2.8,2,1,0,2,0,12,2.4,ca0922b34e670338, intentional,1558,19,1491843119.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game73f8ede14870a57b.log,11,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,15,3.0,0,2,2,1,0,14,2.8,13b659b1ef159332, full,2,17,1490326492.0, yes, full,2,17, 30s, 4, yes, 3, 4, 3, 3, 2, 3, yes
game740f6fc2ec0242a3.log,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3,1,0,1,0,9,1.8,1,1,1,2,0,14,2.8,2119fe68a204e42a, full,349,13,1490310170.0, no, outer,2,4, 20s, 4, yes, 4, 4, 4, 3, 2, 4, yes
game7414fff44d399018.log,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,13,2.6,1,2,0,1,1,14,2.8,19dbddedf07994e2, intentional,6984,8,1490730661.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game741c2e12e02ea29b.log,12,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,9,1.8,0,1,2,2,0,16,3.2,1b17ab93ed1184b4, intentional,1451,15,1491704149.0, no, full,3,8, 40s, 4, yes, 2, 2, 1, 4, 4, 3, yes
game74390b4e7ebdb6ec.log,8,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,17,3.4,0,0,3,1,1,18,3.6,ca0922b34e670338, intentional,7343,18,1491752509.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game743af433af829ae2.log,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,11,2.2,1,0,2,1,1,16,3.2,e55525e0b2004294, outer,1867,2,1490339474.0, no, intentional,5,19, 20s, 4, yes, 4, 4, 4, 3, 3, 3, yes
game743ca17f324401da.log,17,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,1,1,0,10,2.0,1,3,0,1,0,11,2.2,1b17ab93ed1184b4, intentional,5969,12,1491679605.0, no, full,3,8, 40s, 4, yes, 2, 2, 1, 4, 4, 3, yes
game74893764f39ed788.log,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,1,0,1,0,9,1.8,2,1,1,1,0,11,2.2,a992a1fd533fcd43, outer,728,15,1490802149.0, no, full,4,9, 30s, 4, yes, 4, 4, 3, 5, 1, 2, yes
game7495834e1aa6ad42.log,13,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,14,2.8,1,1,2,1,0,13,2.6,3e8f905982a0ce47, intentional,298,16,1490142005.0, no, full,2,11, 40s, 4, yes, 4, 4, 4, 3, 1, 1, yes
game74c69ea074e2c969.log,20,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,1,1,0,0,8,1.6,1,1,2,1,0,13,2.6,b0241aa48c88bd1b, outer,9141,15,1490431734.0, no, full,3,11, 20s, 4, yes, 3, 3, 3, 3, 1, 1, yes
game750840cbbc46233c.log,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,2,1,0,13,2.6,2,1,0,2,0,12,2.4,19dbddedf07994e2, outer,8806,6,1489921858.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game752bbb6971401f0a.log,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,10,2.0,4,0,0,1,0,8,1.6,e5bf83d96f9751cf, outer,9184,12,1490373943.0, no, full,5,16, , , , , , , 2, 2, 2, yes
game7582a67f88fb6c18.log,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,1,0,1,11,2.2,2,2,0,0,1,11,2.2,46e8a5186d238bc1, intentional,9239,20,1490371428.0, no, full,4,12, 20s, 4, yes, 2, 4, 2, 3, 4, 4, yes
game758cdab2dc6c043a.log,21,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,1,1,1,0,11,2.2,1,1,2,1,0,13,2.6,ca0922b34e670338, outer,3403,13,1492549914.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game75a76825c9eafb69.log,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,18,3.6,0,1,3,1,0,15,3.0,4884f857be239a22, full,1,18,1489698681.0, yes, full,1,18, 20s, 1, no, 1, , 1, 3, 4, 5, yes
game75a774e9a3885eb2.log,15,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,1,20,4.0,2,2,1,0,0,9,1.8,e3f99bfa4535678e, outer,7837,12,1490339263.0, no, outer,5,4, 20s, 4, yes, 2, 4, 1, 2, 2, 3, yes
game75c225c2c2d059ec.log,9,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,1,0,9,1.8,1,2,1,1,0,12,2.4,b42f6b3c826e14ff, intentional,3522,16,1490365988.0, no, outer,3,5, 30s, 4, yes, 3, 3, 3, 3, 2, 2, yes
game75c3e4087e4930d5.log,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,11,2.2,1,0,2,2,0,15,3.0,ab363adc4024ff3c, outer,704,13,1490349934.0, no, full,1,8, , , , , , , , , , yes
game75d923b4d8808101.log,20,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,10,2.0,3,0,1,1,0,10,2.0,19dbddedf07994e2, outer,7281,7,1489701443.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game75ea6568494b4f36.log,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,2,1,1,1,0,11,2.2,2,0,0,2,1,15,3.0,19dbddedf07994e2, full,8002,5,1490729646.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game7632fd1431ee4189.log,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,11,2.2,1,2,1,1,0,12,2.4,ca0922b34e670338, outer,3151,18,1491855215.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game7667ab6146684b2e.log,15,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,7,1.4,0,3,0,2,0,14,2.8,19dbddedf07994e2, full,3,15,1489962418.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game769e2a07962fd01b.log,18,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,15,3.0,1,1,2,1,0,13,2.6,b2855bce0b5908c6, full,7141,17,1490320874.0, no, intentional,3,16, 30s, 4, yes, 3, 4, 3, 4, 3, 4, yes
game76a8db48a736e10d.log,14,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,1,11,2.2,0,2,1,0,2,17,3.4,fcb0678812970909, outer,312,7,1490307702.0, no, outer,1,16, 30s, 4, yes, 1, 1, 1, 4, 4, 4, yes
game76ac66f4334160a0.log,4,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,0,2,0,13,2.6,1,1,1,2,0,14,2.8,ca0922b34e670338, outer,8795,6,1491876088.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game770e9425156722df.log,12,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,2,0,1,1,1,14,2.8,1,3,1,0,0,10,2.0,ca0922b34e670338, intentional,1028,14,1491755186.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game77596efdd319a118.log,19,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,15,3.0,3,0,1,1,0,10,2.0,19dbddedf07994e2, intentional,2795,20,1489920346.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game775ba1b871fb8364.log,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,16,3.2,2,0,2,1,0,12,2.4,19dbddedf07994e2, outer,274,3,1490731651.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game775e3cf6cc596db7.log,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,1,0,1,12,2.4,1,1,0,2,1,16,3.2,9e777a71681dfa82, intentional,2387,14,1490124825.0, no, outer,2,13, 40s, 4, yes, 3, 4, 1, 3, 2, 4, yes
game77606011b049c5b3.log,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,2,0,13,2.6,2,0,2,1,0,12,2.4,7b2ffac3269afaa0, outer,4513,9,1490921535.0, no, outer,4,9, 50s, 3, yes, 3, 4, 1, 3, 2, 4, yes
game77659f1674f06440.log,19,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,1,0,1,12,2.4,1,2,1,1,0,12,2.4,ca0922b34e670338, full,4066,19,1492563553.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game77c581ea53c23f23.log,17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,11,2.2,0,2,1,0,2,17,3.4,19dbddedf07994e2, intentional,4308,18,1490729596.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game77cfeabe565226f7.log,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,2,0,15,3.0,3,1,1,0,0,8,1.6,19dbddedf07994e2, full,959,5,1490310928.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game77e8a9eff09f12f5.log,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,17,3.4,1,0,2,0,2,17,3.4,46e8a5186d238bc1, full,4,12,1490369832.0, yes, full,4,12, 20s, 4, yes, 2, 4, 2, 3, 4, 4, yes
game780d72f13a03e8dd.log,18,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,9,1.8,1,0,2,2,0,15,3.0,ca0922b34e670338, outer,6294,2,1491934337.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game7823d3f99499d8d4.log,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,2,0,0,11,2.2,1,1,1,2,0,14,2.8,19dbddedf07994e2, outer,6985,8,1489964607.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game7866f5ceb50ff826.log,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,13,2.6,2,0,0,2,1,15,3.0,ca0922b34e670338, full,9850,18,1492726295.0, no, outer,1,13, 40s, 4, yes, 3, 4, 2, 3, 3, 3, yes
game7869f10acbcb486e.log,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,1,16,3.2,3,1,0,1,0,9,1.8,90c7b3288d046c3a, full,6683,8,1492732044.0, no, outer,1,5, 20s, 3, no, 1, 1, 1, 3, 3, 4, yes
game78e8cda1bd18d6b8.log,14,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,0,9,1.8,1,1,1,2,0,14,2.8,19dbddedf07994e2, outer,6104,2,1489737860.0, no, outer,3,8, 30s, 4, yes, 4, 4, 4, 5, 3, 3, yes
game790fc5e1f9f57b65.log,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,16,3.2,2,1,1,1,0,11,2.2,250d650b8522d958, intentional,1215,5,1490364770.0, no, full,4,8, 20s, 4, yes, 2, 4, 2, 3, 2, 2, yes
game79101be8f06aec11.log,16,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3,20,4.0,1,1,2,1,0,13,2.6,ab363adc4024ff3c, full,1,8,1490349254.0, yes, full,1,8, , , , , , , , , , yes
